                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.1536,                 1.1198,                0.89899,                0.85823,                0.33412,                0.38571,                0.22442,                 1.0648,                0.96234,                0.94668,                0.00316,                0.00316,                0.00316
                    154,                 1.1207,                 1.1247,                0.90172,                0.85522,                0.33457,                0.39295,                0.22841,                 1.0645,                0.96175,                0.94699,               0.003115,               0.003115,               0.003115
                    155,                 1.0755,                 1.1734,                0.86236,                0.85022,                0.34784,                0.39365,                0.22852,                  1.065,                0.95935,                0.94696,                0.00307,                0.00307,                0.00307
                    156,                 1.1187,                 1.1101,                0.89712,                0.85378,                0.34994,                 0.3935,                0.22968,                 1.0635,                0.95708,                0.94669,               0.003025,               0.003025,               0.003025
                    157,                 1.1298,                 1.0221,                0.89062,                 0.8577,                0.35316,                0.39447,                0.22294,                 1.0625,                0.95594,                0.94627,                0.00298,                0.00298,                0.00298
                    158,                 1.0268,                 1.0094,                0.80677,                0.85775,                0.35537,                0.39477,                0.22312,                 1.0608,                0.95407,                0.94573,               0.002935,               0.002935,               0.002935
                    159,                 1.0956,                 1.0589,                 0.8927,                0.85612,                0.35537,                 0.4088,                0.22749,                 1.0614,                0.95188,                0.94573,                0.00289,                0.00289,                0.00289
                    160,                 1.1503,                 1.0927,                0.90943,                0.85929,                0.35537,                0.40968,                0.22801,                 1.0601,                0.95187,                0.94466,               0.002845,               0.002845,               0.002845
                    161,                 1.2663,                 1.2142,                 1.0148,                0.85315,                0.35537,                0.41095,                0.22667,                 1.0594,                 0.9507,                0.94407,                 0.0028,                 0.0028,                 0.0028
                    162,                 1.0346,                 0.9813,                0.85655,                0.85318,                0.35537,                0.41119,                0.22709,                 1.0592,                0.94974,                 0.9428,               0.002755,               0.002755,               0.002755
                    163,                 1.0874,                 1.0624,                0.88062,                0.85099,                0.35537,                0.41197,                0.22576,                 1.0585,                0.94936,                0.94228,                0.00271,                0.00271,                0.00271
                    164,                0.97691,                0.92119,                 0.7977,                0.86901,                0.34298,                0.41221,                0.22679,                 1.0589,                0.94797,                0.94268,               0.002665,               0.002665,               0.002665
                    165,                 1.1829,                 1.0314,                0.93598,                0.87152,                0.34654,                0.41257,                0.22733,                 1.0585,                 0.9449,                0.94195,                0.00262,                0.00262,                0.00262
                    166,                 1.0028,                0.97037,                0.81734,                0.86574,                0.35124,                0.41345,                0.22767,                 1.0572,                0.94377,                 0.9408,               0.002575,               0.002575,               0.002575
                    167,                 1.0623,                0.98159,                 0.8438,                 0.8662,                0.35124,                0.45553,                 0.2416,                 1.0575,                0.94135,                0.94132,                0.00253,                0.00253,                0.00253
                    168,                 1.1148,                 1.0226,                0.90042,                0.87476,                0.35124,                0.45612,                0.24264,                 1.0571,                0.94234,                0.94133,               0.002485,               0.002485,               0.002485
                    169,                  1.067,                0.99517,                0.86027,                0.87352,                0.35124,                 0.4567,                0.24746,                 1.0557,                  0.942,                0.94027,                0.00244,                0.00244,                0.00244
                    170,                 1.0167,                 1.0321,                 0.8315,                0.86745,                0.35124,                0.45671,                0.24832,                 1.0552,                0.93977,                0.94032,               0.002395,               0.002395,               0.002395
                    171,                 1.0512,                0.98733,                0.82834,                0.86941,                0.35124,                0.45677,                0.24829,                  1.055,                0.93777,                0.93967,                0.00235,                0.00235,                0.00235
                    172,                 1.1546,                 1.0635,                0.91756,                0.86996,                0.35124,                0.45738,                0.24941,                 1.0537,                0.93745,                0.93928,               0.002305,               0.002305,               0.002305
                    173,                 1.0215,                0.88473,                0.82532,                0.87084,                0.35124,                0.45721,                0.24892,                  1.054,                0.93604,                0.93954,                0.00226,                0.00226,                0.00226
                    174,                0.95788,                0.91845,                0.78644,                0.86603,                0.34711,                0.45647,                0.24844,                  1.052,                0.93565,                 0.9387,               0.002215,               0.002215,               0.002215
                    175,                0.99181,                0.88529,                0.79368,                0.86348,                0.34711,                0.45658,                0.24962,                 1.0522,                0.93198,                0.93883,                0.00217,                0.00217,                0.00217
                    176,                  1.111,                 1.0069,                0.88621,                 0.8696,                0.34711,                0.45728,                 0.2494,                 1.0519,                0.93069,                0.93848,               0.002125,               0.002125,               0.002125
                    177,                 1.0412,                0.92683,                0.86557,                0.87108,                0.34711,                0.45817,                0.25047,                 1.0497,                0.93065,                0.93791,                0.00208,                0.00208,                0.00208
                    178,                  1.081,                 1.0207,                0.85554,                0.87323,                0.34711,                0.45889,                 0.2512,                 1.0495,                0.93019,                0.93753,               0.002035,               0.002035,               0.002035
                    179,                 1.0826,                 0.9765,                0.88089,                0.87479,                0.34635,                0.45923,                0.25228,                 1.0501,                0.92842,                0.93762,                0.00199,                0.00199,                0.00199
                    180,                 1.0652,                0.99481,                0.85481,                0.87475,                0.34617,                0.45965,                0.25256,                 1.0498,                0.92531,                0.93783,               0.001945,               0.001945,               0.001945
                    181,                 1.0367,                 1.0057,                0.85575,                0.87406,                0.34368,                0.46025,                0.25365,                 1.0504,                0.92335,                0.93861,                 0.0019,                 0.0019,                 0.0019
                    182,                 1.0287,                0.92377,                0.82623,                0.87309,                0.34015,                0.46053,                0.25387,                 1.0496,                0.92191,                0.93835,               0.001855,               0.001855,               0.001855
                    183,                 1.0207,                0.91304,                0.84595,                0.87386,                0.34291,                0.46119,                0.25368,                 1.0504,                 0.9193,                0.93826,                0.00181,                0.00181,                0.00181
                    184,                0.99784,                0.90978,                0.82106,                0.87342,                0.34135,                 0.4615,                0.25306,                 1.0496,                0.91821,                0.93821,               0.001765,               0.001765,               0.001765
                    185,                 1.0254,                0.91543,                0.85181,                0.87674,                0.34298,                0.46213,                0.25461,                 1.0495,                0.91523,                 0.9382,                0.00172,                0.00172,                0.00172
                    186,                 1.0724,                 0.9553,                0.86288,                0.87562,                0.34298,                0.46264,                0.25621,                 1.0491,                0.91339,                0.93809,               0.001675,               0.001675,               0.001675
                    187,                 1.1424,                0.98025,                0.94734,                0.87649,                0.34298,                0.46292,                0.25966,                 1.0492,                0.91191,                0.93834,                0.00163,                0.00163,                0.00163
                    188,                 1.0102,                0.87623,                0.82891,                0.87683,                0.34298,                0.46336,                0.25715,                  1.049,                0.91108,                0.93827,               0.001585,               0.001585,               0.001585
                    189,                 1.0051,                0.90839,                0.86775,                0.87702,                0.34203,                0.46366,                0.26011,                 1.0483,                 0.9089,                0.93793,                0.00154,                0.00154,                0.00154
                    190,                0.99384,                0.91995,                0.80103,                 0.8766,                0.34052,                0.46447,                0.26433,                 1.0479,                0.90704,                0.93824,               0.001495,               0.001495,               0.001495
                    191,                 1.0005,                 0.9012,                0.83199,                0.87649,                0.34009,                0.46482,                0.26391,                  1.047,                0.90614,                0.93796,                0.00145,                0.00145,                0.00145
                    192,                 1.0743,                 1.0005,                0.86517,                 0.8748,                0.33884,                0.46493,                 0.2647,                 1.0483,                0.90405,                0.93849,               0.001405,               0.001405,               0.001405
                    193,                 1.0118,                0.92077,                0.83872,                0.87916,                0.33884,                0.46572,                0.26504,                 1.0478,                0.90195,                 0.9391,                0.00136,                0.00136,                0.00136
                    194,                0.98655,                0.84803,                0.82934,                0.87958,                0.33865,                0.46587,                0.26516,                 1.0476,                0.90108,                0.93906,               0.001315,               0.001315,               0.001315
                    195,                0.98835,                0.91884,                0.81617,                0.87899,                0.33884,                0.46578,                0.26396,                 1.0466,                0.90032,                0.93899,                0.00127,                0.00127,                0.00127
                    196,                0.96625,                0.86216,                0.83627,                0.87942,                0.33884,                0.46646,                0.26393,                 1.0461,                0.89908,                0.93839,               0.001225,               0.001225,               0.001225
                    197,                0.89983,                0.79053,                0.77226,                0.87911,                0.33884,                0.46723,                0.26924,                 1.0454,                0.89702,                0.93877,                0.00118,                0.00118,                0.00118
                    198,                0.94658,                0.80708,                0.78184,                0.87979,                0.33944,                0.46757,                0.26994,                  1.046,                0.89543,                0.93869,               0.001135,               0.001135,               0.001135
                    199,                 1.0082,                0.88575,                0.83543,                0.88311,                 0.3386,                0.46795,                0.27014,                 1.0451,                0.89544,                0.93819,                0.00109,                0.00109,                0.00109
                    200,                0.89835,                0.79987,                0.76029,                0.88658,                0.33802,                 0.4683,                0.27051,                 1.0441,                0.89274,                0.93845,               0.001045,               0.001045,               0.001045
                    201,                0.95126,                0.87729,                0.78574,                0.88664,                0.33826,                 0.4684,                0.27183,                 1.0441,                0.89231,                0.93818,                  0.001,                  0.001,                  0.001
                    202,                0.96855,                 0.8684,                0.81087,                 0.8825,                0.33629,                0.46829,                0.27181,                 1.0433,                0.88996,                0.93834,               0.000955,               0.000955,               0.000955
                    203,                0.96294,                0.88182,                0.81069,                0.88072,                0.33471,                0.46679,                0.27176,                 1.0436,                0.88874,                0.93828,                0.00091,                0.00091,                0.00091
                    204,                0.92571,                0.77992,                0.78986,                0.87881,                0.33471,                0.46699,                0.27163,                 1.0434,                0.88697,                0.93784,               0.000865,               0.000865,               0.000865
                    205,                 0.9397,                0.85107,                0.78614,                0.63711,                0.49656,                0.46772,                0.27286,                 1.0429,                0.88498,                0.93748,                0.00082,                0.00082,                0.00082
                    206,                0.96916,                0.81625,                0.79482,                 0.6329,                0.49656,                0.46836,                0.27418,                 1.0421,                0.88339,                0.93714,               0.000775,               0.000775,               0.000775
                    207,                0.96018,                0.82593,                0.80017,                0.62732,                0.49656,                0.46935,                0.27568,                 1.0417,                0.88154,                0.93693,                0.00073,                0.00073,                0.00073
                    208,                 1.0331,                0.87098,                0.89302,                0.62137,                0.49656,                0.47046,                0.27636,                 1.0404,                0.88061,                0.93587,               0.000685,               0.000685,               0.000685
                    209,                0.93314,                0.79212,                0.79779,                0.61162,                0.49656,                 0.4713,                0.27696,                 1.0393,                0.87894,                0.93494,                0.00064,                0.00064,                0.00064
                    210,                 1.0414,                0.90167,                0.86303,                0.60887,                0.49656,                0.47224,                0.27659,                 1.0387,                0.87843,                 0.9343,               0.000595,               0.000595,               0.000595
                    211,                0.67789,                0.55043,                0.61323,                0.60296,                0.49656,                0.47387,                0.27643,                 1.0385,                0.87542,                0.93435,                0.00055,                0.00055,                0.00055
                    212,                0.64823,                0.52117,                 0.6093,                0.59934,                0.49656,                0.47468,                0.27582,                  1.037,                0.87416,                 0.9333,               0.000505,               0.000505,               0.000505
                    213,                0.68394,                0.52154,                0.63294,                0.59535,                0.49656,                0.47478,                0.27681,                 1.0352,                0.87306,                0.93217,                0.00046,                0.00046,                0.00046
                    214,                0.69161,                0.55534,                 0.6295,                0.59084,                0.49656,                  0.475,                0.27662,                 1.0355,                 0.8713,                0.93216,               0.000415,               0.000415,               0.000415
                    215,                0.69392,                0.56282,                0.64197,                0.58642,                0.49656,                0.47565,                0.27244,                 1.0357,                0.86977,                0.93235,                0.00037,                0.00037,                0.00037
                    216,                0.68577,                0.56146,                0.60797,                0.58249,                0.49656,                0.47574,                0.27297,                  1.034,                0.86858,                0.93166,               0.000325,               0.000325,               0.000325
                    217,                0.74804,                0.61265,                0.69787,                0.57909,                0.49656,                0.47646,                 0.2734,                 1.0335,                 0.8673,                0.93121,                0.00028,                0.00028,                0.00028
                    218,                0.65518,                0.57402,                0.60218,                0.57521,                0.49656,                0.47637,                0.27328,                 1.0322,                0.86552,                0.93071,               0.000235,               0.000235,               0.000235
                    219,                0.66979,                0.55422,                0.64196,                0.58148,                0.49656,                0.47774,                0.27441,                 1.0316,                0.86344,                0.93007,                0.00019,                0.00019,                0.00019
                    220,                0.73822,                0.59429,                0.67935,                0.57435,                0.49656,                0.47826,                0.27482,                 1.0309,                0.86447,                0.93045,               0.000145,               0.000145,               0.000145
