                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 2.4362,                 1.2307,                0.78216,                0.88964,                   0.22,                 0.2485,                0.13005,                 1.9848,                 1.6068,                0.83889,             0.00061504,             0.00061504,             0.00061504
                    142,                 2.5213,                 1.1945,                0.82363,                0.82042,                   0.21,                0.22605,                0.12208,                  1.952,                 1.8699,                 0.8367,             0.00061433,             0.00061433,             0.00061433
                    143,                 2.4207,                 1.3139,                0.81821,                 0.7103,                    0.2,                0.18379,                0.09677,                 2.0008,                 2.3561,                0.84135,             0.00061363,             0.00061363,             0.00061363
                    144,                 2.4369,                 1.1229,                0.78447,                0.73049,                   0.14,                0.14758,                0.07123,                 2.3679,                 2.6377,                0.86701,             0.00061292,             0.00061292,             0.00061292
                    145,                 2.1779,                 1.1264,                0.81203,                 0.8792,                   0.16,                0.19262,                0.08766,                 2.2596,                 2.2407,                0.86159,             0.00061221,             0.00061221,             0.00061221
                    146,                 2.5078,                 1.3678,                0.78169,                0.94711,                   0.17,                0.23041,                0.11116,                 2.1521,                 1.9408,                0.85725,             0.00061151,             0.00061151,             0.00061151
                    147,                 2.4353,                 1.2623,                0.81735,                0.85161,                    0.2,                0.24813,                0.12766,                 2.0812,                 1.9163,                0.85331,              0.0006108,              0.0006108,              0.0006108
                    148,                 2.3154,                 1.3478,                 0.8427,                0.91844,                   0.24,                0.29484,                0.15583,                 1.8533,                 1.5329,                0.83315,             0.00061009,             0.00061009,             0.00061009
                    149,                 2.2986,                 1.1158,                0.81411,                0.96784,                   0.25,                0.31757,                0.17487,                 1.7979,                  1.417,                0.83213,             0.00060938,             0.00060938,             0.00060938
                    150,                 2.4306,                 1.2739,                0.81013,                0.93305,                   0.26,                0.31334,                 0.1548,                 1.9322,                 1.5034,                0.84302,             0.00060868,             0.00060868,             0.00060868
                    151,                  2.472,                 1.3148,                0.81628,                0.91181,                   0.26,                0.28816,                0.12884,                 2.0297,                 1.6622,                0.84214,             0.00060797,             0.00060797,             0.00060797
                    152,                 2.4162,                 1.3078,                0.82991,                0.83267,                0.21873,                0.21783,                 0.0966,                 2.2099,                 2.1359,                0.85657,             0.00060726,             0.00060726,             0.00060726
                    153,                 2.2735,                 1.0482,                0.81705,                0.76865,                0.20905,                0.20843,                0.08624,                 2.1887,                 2.2154,                0.85411,             0.00060656,             0.00060656,             0.00060656
                    154,                 2.3903,                  1.237,                0.77658,                0.75573,                 0.2094,                0.20963,                0.08173,                 2.1204,                  2.278,                0.85101,             0.00060585,             0.00060585,             0.00060585
                    155,                 2.1181,                 1.0367,                0.84089,                0.82711,                0.20818,                  0.232,                0.09147,                 2.1466,                 2.4319,                0.84512,             0.00060514,             0.00060514,             0.00060514
                    156,                 2.2087,                 1.1265,                0.76288,                0.87256,                   0.25,                0.28244,                0.11916,                 2.1876,                 1.9456,                0.83835,             0.00060444,             0.00060444,             0.00060444
                    157,                 2.2755,                 1.1318,                0.85829,                0.87469,                   0.28,                0.29335,                0.11917,                 2.2128,                 1.7098,                0.84202,             0.00060373,             0.00060373,             0.00060373
                    158,                  2.372,                 1.1701,                0.81488,                0.86337,                0.26602,                0.28192,                0.11713,                 2.2634,                 1.4985,                0.84447,             0.00060302,             0.00060302,             0.00060302
                    159,                 2.1725,                 1.1287,                 0.8214,                0.81358,                   0.28,                0.28814,                0.13096,                 2.1065,                 1.4132,                0.83968,             0.00060232,             0.00060232,             0.00060232
                    160,                 2.5299,                 1.2295,                0.80815,                0.86127,                0.20838,                0.22288,                0.09112,                 2.3947,                 1.7648,                0.86372,             0.00060161,             0.00060161,             0.00060161
                    161,                 2.3472,                 1.2471,                0.80989,                0.79155,                   0.16,                0.19385,                0.08585,                 2.4569,                 1.8966,                0.86658,              0.0006009,              0.0006009,              0.0006009
                    162,                 2.4604,                 1.2872,                0.79741,                0.83914,                   0.18,                0.21721,                0.10368,                 2.2578,                 1.7587,                0.84849,              0.0006002,              0.0006002,              0.0006002
                    163,                 2.4374,                 1.1539,                 0.8243,                0.86298,                   0.25,                0.28496,                0.13452,                 1.9587,                 1.6399,                0.83123,             0.00059949,             0.00059949,             0.00059949
                    164,                  2.293,                 1.3058,                0.78171,                  0.838,                   0.24,                0.27596,                0.14097,                  1.826,                 1.6788,                0.82717,             0.00059878,             0.00059878,             0.00059878
                    165,                  2.444,                  1.195,                0.82092,                0.84507,                   0.26,                0.27639,                0.13634,                 1.8903,                 1.7763,                0.83017,             0.00059807,             0.00059807,             0.00059807
                    166,                 2.3628,                 1.0975,                0.80094,                0.88679,                   0.22,                0.26493,                0.12656,                 1.9989,                 1.8394,                0.83596,             0.00059737,             0.00059737,             0.00059737
                    167,                 2.2642,                 1.0881,                0.82168,                0.86291,                   0.21,                0.24382,                0.11235,                 2.0528,                 1.9384,                0.84278,             0.00059666,             0.00059666,             0.00059666
                    168,                 2.3258,                 1.1584,                 0.8045,                0.89655,                   0.22,                 0.2734,                0.12301,                 2.0158,                 1.8467,                0.83617,             0.00059595,             0.00059595,             0.00059595
                    169,                  2.305,                 1.0632,                0.80626,                0.91509,                   0.26,                0.31459,                0.13514,                 2.0126,                 1.6196,                0.84749,             0.00059525,             0.00059525,             0.00059525
                    170,                 2.5477,                 1.1788,                 0.7932,                0.83984,                   0.27,                0.29605,                0.12032,                 2.1613,                 1.5933,                 0.8621,             0.00059454,             0.00059454,             0.00059454
                    171,                 2.4731,                 1.1246,                0.80775,                 0.7914,                   0.26,                0.28022,                0.10488,                 2.2692,                 1.7232,                0.87201,             0.00059383,             0.00059383,             0.00059383
                    172,                 2.3159,                 1.2064,                0.81188,                0.83348,                   0.23,                0.26647,                0.09387,                 2.2189,                 1.8224,                0.86104,             0.00059313,             0.00059313,             0.00059313
                    173,                 2.4108,                 1.4164,                0.80861,                0.81108,                   0.24,                0.26042,                0.10838,                  2.112,                 1.7112,                0.85549,             0.00059242,             0.00059242,             0.00059242
                    174,                 2.2868,                 1.1515,                0.82632,                 0.8185,                   0.23,                0.25793,                0.11819,                 2.0198,                 1.6132,                0.85603,             0.00059171,             0.00059171,             0.00059171
                    175,                 2.4082,                 1.1231,                0.83928,                0.92471,                   0.27,                0.31202,                0.13467,                 1.9542,                  1.509,                0.84856,             0.00059101,             0.00059101,             0.00059101
                    176,                 2.3871,                 1.1914,                 0.8205,                0.89897,                   0.24,                0.27647,                0.12164,                 2.2164,                 1.7188,                0.85701,              0.0005903,              0.0005903,              0.0005903
                    177,                 2.3784,                 1.1943,                0.81713,                0.82615,                   0.23,                0.24594,                 0.1123,                 2.3027,                 1.8374,                0.86518,             0.00058959,             0.00058959,             0.00058959
                    178,                 2.3797,                 1.2902,                0.80925,                0.79726,                   0.25,                0.23711,                0.10008,                 2.3246,                 1.9094,                0.86491,             0.00058889,             0.00058889,             0.00058889
                    179,                 2.3151,                 1.2473,                0.78279,                0.91386,                0.19225,                0.25291,                0.10558,                 2.2857,                 1.9686,                0.86024,             0.00058818,             0.00058818,             0.00058818
                    180,                 2.2635,                0.98257,                0.82292,                0.87379,                    0.2,                0.25349,                0.11815,                 2.0799,                 1.9175,                0.85111,             0.00058747,             0.00058747,             0.00058747
                    181,                 2.2662,                 1.0587,                0.80969,                0.85237,                   0.21,                0.23836,                0.10766,                 2.1134,                 2.1061,                0.85129,             0.00058677,             0.00058677,             0.00058677
                    182,                 2.2814,                  1.034,                0.81417,                0.25949,                   0.19,                0.18914,                0.08998,                 2.1332,                 2.3617,                 0.8541,             0.00058606,             0.00058606,             0.00058606
                    183,                  2.268,                 1.0064,                0.80836,                0.26653,                   0.16,                 0.1509,                0.07433,                 2.2283,                 2.6229,                0.85748,             0.00058535,             0.00058535,             0.00058535
                    184,                  2.315,                 1.1486,                0.81199,                0.78529,                   0.15,                0.16245,                0.07025,                 2.2759,                 3.0317,                0.86275,             0.00058464,             0.00058464,             0.00058464
                    185,                 2.1128,                 1.0868,                0.80496,                0.84355,                0.17576,                0.21952,                0.10257,                 2.0841,                 2.5492,                0.84282,             0.00058394,             0.00058394,             0.00058394
                    186,                  2.246,                 0.9611,                0.81619,                0.84629,                   0.22,                 0.2697,                0.13498,                 2.0009,                 2.0611,                0.83377,             0.00058323,             0.00058323,             0.00058323
                    187,                 2.4098,                 1.1268,                0.79842,                0.94179,                0.22777,                0.27667,                0.14923,                 1.9258,                 1.8187,                0.82666,             0.00058252,             0.00058252,             0.00058252
                    188,                 2.2899,                 1.0442,                 0.8273,                0.82475,                   0.24,                0.25499,                0.11259,                 2.1754,                 2.1333,                0.85412,             0.00058182,             0.00058182,             0.00058182
                    189,                 2.3727,                 1.2673,                0.80679,                0.76717,                   0.19,                0.21521,                 0.0948,                 2.2354,                 2.2845,                0.86023,             0.00058111,             0.00058111,             0.00058111
                    190,                 2.0702,                0.93605,                0.81091,                0.78926,                   0.17,                0.20289,                0.09981,                  2.122,                 2.3256,                  0.852,              0.0005804,              0.0005804,              0.0005804
                    191,                 2.2282,                 1.0255,                0.76607,                0.78319,                   0.16,                0.18784,                0.09629,                 2.1437,                 2.4685,                0.85178,              0.0005797,              0.0005797,              0.0005797
                    192,                 2.2244,                 1.0453,                0.78832,                0.66265,                   0.06,                0.08917,                0.03378,                 2.7829,                 3.8942,                0.90179,             0.00057899,             0.00057899,             0.00057899
                    193,                 2.1277,                0.99849,                  0.832,                0.05208,                    0.1,                0.05664,                0.01645,                 3.0256,                  4.506,                0.91911,             0.00057828,             0.00057828,             0.00057828
                    194,                 2.1953,                 1.0649,                0.81031,                0.08621,                   0.15,                 0.0994,                0.02525,                 2.9466,                  4.225,                0.91017,             0.00057758,             0.00057758,             0.00057758
                    195,                 2.4279,                 1.1526,                0.79656,                0.10215,                   0.19,                0.12384,                0.03251,                 2.8328,                  3.874,                0.90251,             0.00057687,             0.00057687,             0.00057687
                    196,                 2.2518,                 1.1138,                0.80461,                 0.8327,                 0.1989,                0.23099,                0.10088,                 2.2929,                 2.6328,                0.85953,             0.00057616,             0.00057616,             0.00057616
                    197,                 2.1248,                 1.0066,                0.80848,                0.82493,                    0.2,                0.24941,                0.11521,                 2.2281,                 2.3926,                0.85703,             0.00057546,             0.00057546,             0.00057546
                    198,                 2.3828,                 1.1361,                 0.8223,                0.84224,                0.23867,                0.27106,                0.12735,                 2.1389,                 2.1331,                0.85057,             0.00057475,             0.00057475,             0.00057475
                    199,                 2.1981,                 1.0191,                0.80974,                0.88652,                   0.22,                0.27268,                0.13044,                 2.1045,                 2.0007,                0.85052,             0.00057404,             0.00057404,             0.00057404
                    200,                 2.2011,                 1.0618,                0.82546,                0.80252,                   0.22,                0.23519,                0.10554,                 2.0681,                 2.2329,                0.84593,             0.00057333,             0.00057333,             0.00057333
                    201,                 2.3757,                  1.072,                0.82845,                0.73137,                    0.2,                0.16399,                0.07979,                 2.1123,                 2.5606,                0.84937,             0.00057263,             0.00057263,             0.00057263
                    202,                 2.1353,                 1.0406,                0.80124,                0.64194,                0.13084,                0.12102,                0.04999,                 2.1817,                 2.9611,                0.85512,             0.00057192,             0.00057192,             0.00057192
                    203,                 2.0779,                 1.1845,                0.80344,                0.09904,                   0.16,                0.09555,                0.03887,                 2.2762,                 3.0569,                0.85571,             0.00057121,             0.00057121,             0.00057121
                    204,                 2.2495,                 1.0805,                0.80436,                0.12722,                   0.17,                0.10872,                0.04194,                 2.2837,                 2.9997,                0.85672,             0.00057051,             0.00057051,             0.00057051
                    205,                 2.2794,                 1.0967,                0.81934,                0.68875,                   0.17,                0.13686,                  0.055,                 2.2318,                 2.6931,                0.85138,              0.0005698,              0.0005698,              0.0005698
                    206,                 2.2322,                 1.0113,                0.79858,                0.75554,                   0.21,                0.19475,                0.08357,                 2.0651,                 2.3505,                0.83947,             0.00056909,             0.00056909,             0.00056909
                    207,                 2.3546,                 1.1983,                0.80419,                0.89407,                   0.22,                0.25614,                0.12552,                   1.92,                 1.8567,                0.83148,             0.00056839,             0.00056839,             0.00056839
                    208,                 2.4614,                 1.1647,                0.81628,                0.91049,                   0.24,                0.30449,                0.16202,                 1.9778,                 1.4092,                0.83307,             0.00056768,             0.00056768,             0.00056768
                    209,                 2.1022,                 1.0342,                0.83026,                0.95545,                   0.24,                0.31642,                0.17019,                  1.904,                 1.3592,                0.83274,             0.00056697,             0.00056697,             0.00056697
                    210,                 2.1411,                0.95608,                0.83353,                0.94893,                   0.24,                0.30338,                0.17557,                   1.82,                 1.4008,                0.83155,             0.00056627,             0.00056627,             0.00056627
                    211,                 2.3717,                 1.2575,                0.78582,                0.86721,                 0.2766,                0.30532,                0.17605,                 1.8302,                 1.4326,                0.83296,             0.00056556,             0.00056556,             0.00056556
                    212,                 2.0972,                0.98629,                0.80181,                 0.8543,                   0.29,                0.30656,                0.18726,                  1.755,                 1.4269,                0.82479,             0.00056485,             0.00056485,             0.00056485
                    213,                 2.2058,                 1.0371,                0.81363,                0.83461,                   0.28,                0.29514,                 0.1725,                 1.8037,                 1.5219,                 0.8278,             0.00056415,             0.00056415,             0.00056415
                    214,                 2.2055,                 1.0794,                0.81599,                0.84708,                   0.23,                0.26328,                0.14435,                 1.9227,                 1.9008,                0.83779,             0.00056344,             0.00056344,             0.00056344
                    215,                  2.066,                 1.0076,                0.79341,                 0.7893,                   0.15,                0.19964,                0.10681,                 2.0171,                 2.4132,                0.84653,             0.00056273,             0.00056273,             0.00056273
                    216,                  2.108,                 1.0956,                0.79938,                0.70051,                   0.19,                0.17412,                0.08238,                 2.0926,                 2.3412,                0.85052,             0.00056203,             0.00056203,             0.00056203
                    217,                 2.3016,                 1.0443,                 0.8115,                0.74805,                   0.21,                0.20796,                0.10725,                 2.0779,                 2.0078,                0.84929,             0.00056132,             0.00056132,             0.00056132
                    218,                 2.2516,                 1.0934,                0.79912,                0.76027,                   0.24,                0.23791,                0.11945,                 2.0526,                 1.8329,                0.84977,             0.00056061,             0.00056061,             0.00056061
                    219,                 2.1462,                0.98287,                0.79176,                0.86484,                   0.21,                0.25845,                0.13284,                 2.0639,                 1.7137,                0.84874,              0.0005599,              0.0005599,              0.0005599
                    220,                 2.1886,                 1.0104,                0.79559,                0.93995,                0.21982,                0.31338,                0.15738,                 1.9757,                 1.4988,                0.84436,              0.0005592,              0.0005592,              0.0005592
                    221,                 2.1976,                 1.1293,                0.81461,                0.79938,                0.31343,                0.31774,                0.15913,                  1.905,                 1.5212,                0.83846,             0.00055849,             0.00055849,             0.00055849
                    222,                 2.2877,                 1.1238,                0.78983,                0.78615,                    0.3,                0.30561,                0.15999,                 1.8833,                 1.6705,                0.83703,             0.00055778,             0.00055778,             0.00055778
                    223,                 2.4397,                  1.073,                0.79418,                0.84899,                0.27736,                0.31732,                0.17199,                 1.7932,                 1.6408,                0.82652,             0.00055708,             0.00055708,             0.00055708
                    224,                 2.1416,                0.94679,                0.81453,                 0.8871,                   0.25,                0.31443,                0.17823,                 1.7291,                 1.6272,                0.82305,             0.00055637,             0.00055637,             0.00055637
                    225,                  2.179,                 1.0753,                0.79441,                0.86129,                   0.29,                 0.3336,                0.19272,                 1.6891,                 1.4887,                0.81887,             0.00055566,             0.00055566,             0.00055566
                    226,                 2.4352,                 1.1885,                0.77683,                0.93714,                   0.28,                 0.3547,                 0.1998,                 1.6644,                  1.408,                0.81752,             0.00055496,             0.00055496,             0.00055496
                    227,                  2.221,                 1.1131,                 0.8295,                0.87607,                 0.3035,                0.36265,                0.20821,                 1.7119,                  1.397,                0.82191,             0.00055425,             0.00055425,             0.00055425
                    228,                 2.1343,                 1.0509,                0.83242,                0.93169,                   0.29,                0.35298,                0.19871,                 1.7687,                 1.3753,                0.83023,             0.00055354,             0.00055354,             0.00055354
                    229,                 1.9942,                0.88219,                0.81322,                0.96328,                   0.25,                0.32394,                0.16923,                 1.9535,                 1.4791,                0.84473,             0.00055284,             0.00055284,             0.00055284
                    230,                 2.1317,                 0.9956,                0.81174,                0.88914,                   0.23,                0.26557,                 0.1276,                 2.1967,                 1.7377,                0.86483,             0.00055213,             0.00055213,             0.00055213
                    231,                 2.1509,                 1.0373,                0.80727,                0.88888,                0.20998,                0.23394,                0.10046,                 2.3403,                 1.8474,                0.87313,             0.00055142,             0.00055142,             0.00055142
                    232,                  1.995,                0.94881,                0.83407,                0.84654,                   0.21,                0.23345,                0.10463,                 2.2667,                 1.7868,                 0.8704,             0.00055072,             0.00055072,             0.00055072
                    233,                 2.1947,                0.99807,                0.79036,                0.83674,                   0.25,                0.26175,                0.13244,                 2.1347,                  1.705,                0.86046,             0.00055001,             0.00055001,             0.00055001
                    234,                 2.1772,                 1.0722,                0.79868,                0.88523,                0.23504,                0.27497,                0.15107,                 2.0188,                 1.6606,                 0.8546,              0.0005493,              0.0005493,              0.0005493
                    235,                 2.0527,                0.90673,                0.82764,                0.87215,                 0.2911,                0.31226,                 0.1621,                 1.9564,                 1.5531,                0.84597,             0.00054859,             0.00054859,             0.00054859
                    236,                 2.3002,                 1.1475,                0.79866,                0.85311,                   0.29,                0.31668,                0.17894,                 1.8794,                 1.5152,                0.83965,             0.00054789,             0.00054789,             0.00054789
                    237,                 2.2019,                  1.031,                0.82408,                0.86652,                0.27464,                0.32202,                0.17541,                 1.8948,                 1.4993,                0.83838,             0.00054718,             0.00054718,             0.00054718
                    238,                 2.1384,                 1.0662,                0.77891,                0.89696,                0.26969,                0.32322,                 0.1817,                  1.862,                 1.4345,                0.83443,             0.00054647,             0.00054647,             0.00054647
                    239,                 2.1143,                 1.1801,                0.76403,                0.87455,                   0.26,                 0.3141,                0.17439,                 1.8904,                 1.4865,                0.83448,             0.00054577,             0.00054577,             0.00054577
                    240,                 1.9744,                0.95701,                0.80964,                0.87678,                   0.23,                0.28663,                0.15789,                 1.9845,                 1.5249,                0.83176,             0.00054506,             0.00054506,             0.00054506
                    241,                 2.1962,                  1.097,                0.82154,                0.86312,                0.26535,                0.29434,                0.15129,                 1.9879,                 1.4612,                0.83127,             0.00054435,             0.00054435,             0.00054435
                    242,                 2.3221,                 1.0782,                0.80042,                0.88106,                   0.26,                0.29826,                0.15361,                 2.0019,                 1.4302,                0.82913,             0.00054365,             0.00054365,             0.00054365
                    243,                 2.1474,                0.95531,                0.82241,                 0.8738,                   0.27,                0.31311,                 0.1645,                 1.8841,                 1.4011,                0.82205,             0.00054294,             0.00054294,             0.00054294
                    244,                 2.0268,                0.91428,                0.79466,                0.90116,                   0.28,                 0.3216,                0.17935,                 1.8043,                 1.4373,                0.82844,             0.00054223,             0.00054223,             0.00054223
                    245,                 2.1286,                0.95651,                0.83331,                0.90549,                   0.26,                0.30252,                0.17401,                 1.8135,                 1.5438,                0.83575,             0.00054153,             0.00054153,             0.00054153
                    246,                 2.0557,                0.98735,                0.81471,                0.90534,                0.25698,                0.28649,                0.15966,                 1.8927,                 1.6323,                0.83608,             0.00054082,             0.00054082,             0.00054082
                    247,                 2.1518,                0.98872,                0.81573,                0.89345,                   0.24,                0.27489,                0.14782,                 2.0018,                 1.7117,                0.84356,             0.00054011,             0.00054011,             0.00054011
                    248,                  2.252,                 1.0574,                0.78902,                0.88926,                   0.25,                0.27833,                0.14017,                 2.1053,                 1.7186,                0.84362,             0.00053941,             0.00053941,             0.00053941
                    249,                 2.3173,                 1.1445,                0.77756,                0.92003,                   0.22,                0.27974,                0.14576,                  2.038,                 1.7412,                0.84205,              0.0005387,              0.0005387,              0.0005387
                    250,                 2.1088,                 1.0343,                0.78962,                0.87748,                   0.26,                0.28269,                0.15009,                 1.8969,                 1.8181,                0.83135,             0.00053799,             0.00053799,             0.00053799
                    251,                 2.0613,                 1.0148,                 0.7663,                0.84392,                0.24243,                0.27481,                0.15454,                 1.8222,                 1.8353,                0.82758,             0.00053728,             0.00053728,             0.00053728
                    252,                  2.187,                0.96723,                0.79217,                0.89692,                 0.1926,                0.24926,                0.14334,                 1.8287,                 1.8968,                0.83342,             0.00053658,             0.00053658,             0.00053658
                    253,                 2.0755,                 1.0884,                0.78696,                 0.9251,                   0.19,                0.24342,                0.14326,                  1.857,                 1.9403,                0.83335,             0.00053587,             0.00053587,             0.00053587
                    254,                 2.2042,                   1.08,                0.79789,                0.96898,                   0.19,                0.25939,                0.14829,                 1.8219,                  1.858,                0.83055,             0.00053516,             0.00053516,             0.00053516
                    255,                 2.2555,                 1.0267,                0.80538,                0.84839,                   0.23,                0.27791,                0.15783,                 1.7403,                 1.6797,                0.82387,             0.00053446,             0.00053446,             0.00053446
                    256,                 2.1786,                 1.2104,                0.80947,                 0.9319,                   0.23,                0.28405,                0.15347,                 1.7865,                 1.6255,                0.82546,             0.00053375,             0.00053375,             0.00053375
                    257,                 2.1899,                 1.1008,                0.80891,                0.91904,                0.20711,                0.26008,                0.13177,                 1.9581,                  1.822,                0.83929,             0.00053304,             0.00053304,             0.00053304
                    258,                 2.0315,                 1.0863,                0.80971,                0.92641,                   0.18,                0.24635,                0.12452,                 1.9584,                 1.9393,                0.84066,             0.00053234,             0.00053234,             0.00053234
                    259,                 2.0681,                 1.0292,                0.80666,                0.90414,                   0.19,                0.24347,                0.12423,                 1.9311,                 1.9331,                0.84097,             0.00053163,             0.00053163,             0.00053163
                    260,                 2.1128,                 0.9748,                0.81091,                0.86053,                   0.18,                0.18245,                0.10298,                 1.8135,                 2.1775,                0.83274,             0.00053092,             0.00053092,             0.00053092
                    261,                  2.025,                0.87943,                0.78981,                0.84118,                   0.14,                0.14961,                0.08198,                 1.9964,                 2.3675,                0.84183,             0.00053022,             0.00053022,             0.00053022
                    262,                 2.0521,                0.97616,                0.79667,                0.71966,                   0.13,                0.12308,                0.06353,                 2.1677,                 2.4903,                0.85725,             0.00052951,             0.00052951,             0.00052951
                    263,                 2.0296,                0.96607,                 0.8028,                 0.7281,                   0.12,                0.12438,                0.05636,                 2.2631,                  2.523,                0.86534,              0.0005288,              0.0005288,              0.0005288
                    264,                 2.1494,                 1.0122,                0.80917,                0.79905,                   0.17,                0.16293,                0.08739,                 2.0895,                 2.2435,                 0.8516,              0.0005281,              0.0005281,              0.0005281
                    265,                 2.1686,                 1.0471,                0.78968,                0.84009,                   0.17,                0.18739,                0.09902,                 2.0276,                 2.1076,                0.84507,             0.00052739,             0.00052739,             0.00052739
                    266,                 2.0095,                0.90439,                0.82001,                0.80171,                0.16744,                0.18345,                0.09323,                  2.037,                 2.2866,                0.84475,             0.00052668,             0.00052668,             0.00052668
                    267,                 2.1529,                0.96775,                0.79307,                0.84773,                   0.14,                0.17464,                0.09475,                 1.9851,                 2.5465,                0.84426,             0.00052598,             0.00052598,             0.00052598
                    268,                 2.0216,                 0.8922,                0.80795,                0.73972,                   0.17,                0.16227,                0.09185,                 1.8084,                 2.5394,                0.83558,             0.00052527,             0.00052527,             0.00052527
                    269,                 1.8562,                0.97573,                0.80158,                0.72774,                   0.17,                0.14468,                0.07798,                 1.8417,                 2.4613,                 0.8339,             0.00052456,             0.00052456,             0.00052456
                    270,                 2.1167,                0.99434,                0.81522,                 0.7193,                   0.18,                0.14721,                0.07411,                 1.9043,                 2.3252,                 0.8385,             0.00052385,             0.00052385,             0.00052385
                    271,                 1.7998,                0.90222,                0.81184,                0.69774,                 0.1636,                0.15325,                0.09011,                 1.9441,                 2.0861,                 0.8438,             0.00052315,             0.00052315,             0.00052315
                    272,                 1.9061,                0.84692,                0.79533,                0.84766,                   0.16,                0.20733,                0.11487,                 2.0804,                 1.8214,                0.85754,             0.00052244,             0.00052244,             0.00052244
                    273,                 1.8227,                0.82694,                0.78632,                0.85263,                   0.16,                0.21304,                0.11953,                 2.1173,                 1.8446,                0.86309,             0.00052173,             0.00052173,             0.00052173
                    274,                 1.9414,                0.92918,                0.80526,                0.74593,                   0.23,                0.25074,                0.12709,                 2.1349,                 1.9246,                0.86639,             0.00052103,             0.00052103,             0.00052103
                    275,                 2.2142,                0.90187,                0.80561,                0.84371,                    0.2,                 0.2419,                0.12555,                 2.1003,                 2.0162,                0.86627,             0.00052032,             0.00052032,             0.00052032
                    276,                 2.0025,                0.93411,                 0.7978,                0.76671,                   0.21,                0.19544,                0.10292,                 2.2062,                 2.2546,                0.86766,             0.00051961,             0.00051961,             0.00051961
                    277,                 2.1288,                0.91281,                0.79584,                0.73279,                    0.2,                0.19502,                0.09345,                 2.4118,                 2.3137,                0.88084,             0.00051891,             0.00051891,             0.00051891
                    278,                 1.9401,                0.92121,                0.77305,                0.71976,                   0.18,                0.19362,                0.08132,                 2.5702,                 2.3036,                0.88648,              0.0005182,              0.0005182,              0.0005182
                    279,                 2.2669,                 1.0814,                0.79096,                 0.7498,                   0.17,                0.21533,                0.08327,                 2.5717,                 2.1655,                0.87515,             0.00051749,             0.00051749,             0.00051749
                    280,                 1.9247,                0.90082,                0.80353,                 0.7659,                 0.2499,                0.25972,                0.11093,                 2.3932,                 2.0167,                0.86838,             0.00051679,             0.00051679,             0.00051679
                    281,                 2.1394,                0.91551,                0.82604,                0.79278,                   0.24,                0.26567,                0.11875,                 2.3151,                 2.1238,                0.86343,             0.00051608,             0.00051608,             0.00051608
                    282,                 2.0274,                0.85164,                0.79072,                0.80048,                0.24099,                0.26468,                0.12486,                  2.231,                 2.1966,                0.85802,             0.00051537,             0.00051537,             0.00051537
                    283,                 2.0014,                0.93053,                0.80445,                0.84891,                   0.22,                0.27443,                0.14569,                 2.1324,                 2.0906,                0.85143,             0.00051467,             0.00051467,             0.00051467
                    284,                 2.0015,                0.89506,                0.81566,                0.91894,                   0.21,                0.29407,                 0.1568,                 2.2138,                 2.0453,                0.86288,             0.00051396,             0.00051396,             0.00051396
                    285,                 1.9352,                0.85812,                0.77745,                   0.97,                   0.21,                0.29705,                0.14886,                 2.2497,                 2.0229,                 0.8658,             0.00051325,             0.00051325,             0.00051325
                    286,                 2.0289,                 1.0756,                0.79079,                0.94863,                   0.22,                0.30182,                0.14835,                 2.1726,                 1.8731,                0.85657,             0.00051254,             0.00051254,             0.00051254
                    287,                 1.9202,                0.92298,                0.80743,                0.87273,                   0.29,                0.32917,                0.16236,                 2.0795,                 1.6296,                0.84718,             0.00051184,             0.00051184,             0.00051184
                    288,                 2.1449,                 1.0366,                0.79842,                0.88858,                   0.28,                0.32328,                0.15928,                 2.0466,                 1.5407,                0.84445,             0.00051113,             0.00051113,             0.00051113
                    289,                 2.1322,                  0.901,                0.77599,                0.87161,                   0.27,                0.29903,                0.14445,                 2.1538,                 1.5796,                0.84822,             0.00051042,             0.00051042,             0.00051042
                    290,                 1.9081,                 1.0104,                0.77237,                0.83286,                0.27885,                0.28863,                0.12336,                 2.2688,                 1.7022,                0.85728,             0.00050972,             0.00050972,             0.00050972
                    291,                 2.0447,                0.98821,                0.79154,                0.81416,                   0.28,                 0.2807,                0.11735,                 2.3146,                 1.7635,                0.86343,             0.00050901,             0.00050901,             0.00050901
                    292,                 1.8136,                0.99282,                0.77022,                 0.8621,                0.26265,                 0.3095,                0.15553,                  2.075,                 1.5123,                0.84198,              0.0005083,              0.0005083,              0.0005083
                    293,                 1.8983,                0.90742,                0.78496,                0.84855,                0.29919,                0.31537,                0.16179,                 1.9845,                 1.4797,                0.83917,              0.0005076,              0.0005076,              0.0005076
                    294,                 1.9744,                0.90047,                0.78929,                0.87834,                 0.2799,                0.31396,                0.17138,                 1.9748,                 1.4947,                0.83944,             0.00050689,             0.00050689,             0.00050689
                    295,                  2.039,                0.86902,                0.79381,                0.87237,                   0.28,                0.31308,                0.16323,                 1.9867,                 1.5756,                0.83895,             0.00050618,             0.00050618,             0.00050618
                    296,                 1.7821,                0.82682,                0.79342,                0.90985,                0.27285,                0.32573,                0.18087,                 1.8942,                 1.6423,                0.83049,             0.00050548,             0.00050548,             0.00050548
